"start_typeName","start_depthzone","start_alongshorezone","end_typeName","end_depthzone","end_alongshorezone","typeName","id","parentID","origID","time","horizPos1","horizPos2","vertPos","track","alive","age","ageInStage","number","size","weight","temperature","salinity"
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",12,"benthic.juvenile",8410,8410,8410,"1997-09-13 14:00:00",-152.44076,58.12046,23.74134,"-152.44076:58.12046:-23.74134;","true",255.08333,0,600,42.00893,0,9.77068,32.20862
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",12,"benthic.juvenile",8410,8410,8410,"1997-09-13 14:20:00",-152.44076,58.12046,23.74134,"-152.44076:58.12046:-23.74134;-152.44076:58.12046:-23.74134;","false",255.09722,0.01389,600,42.00893,0,9.77068,32.20862
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",10,"benthic.juvenile",8448,8448,8448,"1997-09-10 18:00:00",-159.53814,54.73872,32.83068,"-159.53814:54.73872:-32.83068;","true",252.25,0,600,42.01477,0,9.68188,31.91742
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",10,"benthic.juvenile",8448,8448,8448,"1997-09-10 18:20:00",-159.53814,54.73872,32.83068,"-159.53814:54.73872:-32.83068;-159.53814:54.73872:-32.83068;","false",252.26389,0.01389,600,42.01477,0,9.68188,31.91742
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_000to050m",6,"benthic.juvenile",8451,8451,8451,"1997-09-18 10:20:00",-160.00229,54.90378,49.59492,"-160.00229:54.90378:-49.59492;","true",259.93056,0,600,44.92371,0,9.08082,31.97859
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_000to050m",6,"benthic.juvenile",8451,8451,8451,"1997-09-18 10:40:00",-160.00229,54.90378,49.59492,"-160.00229:54.90378:-49.59492;-160.00229:54.90378:-49.59492;","false",259.94444,0.01389,600,44.92371,0,9.08082,31.97859
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",7,"benthic.juvenile",8480,8480,8480,"1997-09-13 22:40:00",-152.2928,58.89724,39.25936,"-152.2928:58.89724:-39.25936;","true",255.44444,0,600,42.01477,0,9.47291,32.07143
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",7,"benthic.juvenile",8480,8480,8480,"1997-09-13 23:00:00",-152.2928,58.89724,39.25936,"-152.2928:58.89724:-39.25936;-152.2928:58.89724:-39.25936;","false",255.45833,0.01389,600,42.01477,0,9.47291,32.07143
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",9,"benthic.juvenile",8487,8487,8487,"1997-09-13 03:00:00",-152.2234,58.90057,37.40277,"-152.2234:58.90057:-37.40277;","true",254.625,0,600,42.00893,0,9.3548,32.08941
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",9,"benthic.juvenile",8487,8487,8487,"1997-09-13 03:20:00",-152.2234,58.90057,37.40277,"-152.2234:58.90057:-37.40277;-152.2234:58.90057:-37.40277;","false",254.63889,0.01389,600,42.00893,0,9.3548,32.08941
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_000to050m",6,"benthic.juvenile",8569,8569,8569,"1997-09-11 11:00:00",-157.06456,56.57228,36.76683,"-157.06456:56.57228:-36.76683;","true",252.95833,0,600,42.00893,0,8.93025,32.01166
